Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
100,Any,Any,Any,Any,Iris-versicolor
101,Any,Any,Any,Any,Iris-virginica
102,Any,Any,Any,Any,Iris-virginica
103,Any,Any,Any,Any,Iris-virginica
104,Any,Any,Any,Any,Iris-virginica
105,Any,Any,Any,Any,Iris-virginica
106,Any,Any,Any,Any,Iris-virginica
107,Any,Any,"[3,6.9)",Any,Iris-virginica
108,Any,Any,Any,Any,Iris-virginica
109,Any,Any,Any,Any,Iris-virginica
110,Any,Any,Any,Any,Iris-virginica
111,Any,Any,Any,Any,Iris-virginica
112,Any,Any,Any,Any,Iris-virginica
113,Any,Any,Any,Any,Iris-virginica
114,Any,Any,Any,Any,Iris-virginica
115,Any,Any,Any,Any,Iris-virginica
116,Any,Any,Any,Any,Iris-virginica
117,Any,Any,Any,Any,Iris-virginica
118,Any,Any,Any,Any,Iris-virginica
119,Any,Any,Any,Any,Iris-virginica
120,Any,Any,Any,Any,Iris-virginica
121,Any,Any,Any,Any,Iris-virginica
122,Any,Any,Any,Any,Iris-virginica
123,Any,Any,Any,Any,Iris-virginica
124,Any,Any,"[3,6.9)",Any,Iris-virginica
125,Any,Any,Any,Any,Iris-virginica
126,Any,Any,Any,Any,Iris-virginica
127,Any,Any,Any,Any,Iris-virginica
128,Any,Any,Any,Any,Iris-virginica
129,Any,Any,Any,Any,Iris-virginica
130,Any,Any,Any,Any,Iris-virginica
131,Any,Any,Any,Any,Iris-virginica
132,Any,Any,Any,Any,Iris-virginica
133,Any,Any,Any,Any,Iris-virginica
134,Any,Any,"[3,6.9)",Any,Iris-virginica
135,Any,Any,Any,Any,Iris-virginica
136,Any,Any,"[3,6.9)",Any,Iris-virginica
137,Any,Any,Any,Any,Iris-virginica
138,Any,Any,Any,Any,Iris-virginica
139,Any,Any,Any,Any,Iris-virginica
140,Any,Any,Any,Any,Iris-virginica
141,Any,Any,Any,Any,Iris-virginica
142,Any,Any,Any,Any,Iris-virginica
143,Any,Any,Any,Any,Iris-virginica
144,Any,Any,Any,Any,Iris-virginica
145,Any,Any,Any,Any,Iris-virginica
146,Any,Any,Any,Any,Iris-virginica
147,Any,Any,"[3,6.9)",Any,Iris-virginica
148,Any,Any,"[3,6.9)",Any,Iris-virginica
149,Any,Any,Any,Any,Iris-virginica
150,Any,Any,Any,Any,Iris-virginica
